SMILES,Fitness Values
N#CCCCOCCCC(=O)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCCNC(=O)COCOCONCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCCOCNC(=O)CNOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCCCNOCCC(=O)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718486)"
N#CCOCNCOCNC(=O)CCCCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.27336967650718474)"
N#CCCCCNOC(=O)CNCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.2714514119318169)"
N#CCCNCCCOC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.2714514119318169)"
N#CCCCOCNOC(=O)CCCCNCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.2714514119318169)"
N#CCCCCCCNC(=O)COCOCCNOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCOCCCCC(=O)NCONCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CNOCCCCCCNC(=O)CCOCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCOCCCCCC(=O)NCONCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CNOCCCCCCC(=O)NCCOCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCNCCC(=O)NOCCCCOCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCCOCNC(=O)CCCNOCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCCCOCC(=O)NCOCCCNOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCCCONCC(=O)NCOCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCONCCCCC(=O)NCOCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCCCOCCC(=O)NCOCONCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CNCCCCCC(=O)NCOCCCOCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957174)"
N#CCCCCOCNC(=O)COCCCCNOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCCCCCONC(=O)CCOCOCNCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCCCOCONC(=O)CCCCOCNCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCNCOCNC(=O)CCCCCCOCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCCOCOCNC(=O)CCCCCONCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCCOCNOCCC(=O)NCCCCCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20826420267957163)"
N#CCCCNCOC(=O)CCCCNCOCOC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20680279025291956)"
N#CCCCCCOC(=O)CCNCONCOCC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.20680279025291956)"
N#CCCCOCNC(=O)COCCCCCONC#N,"(1.0, 1.0, 1.0, 0.35174150000000004, 0.5640365485714287, 0.15820540574783504)"
